2026-01-14 19:42:48,400 | INFO | __main__ | Loading ML model...
2026-01-29 14:46:19,680 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:47:01,386 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 14:47:01,386 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:47:38,014 | INFO | main | Prediction -> Grade: A, Confidence: 96.50%
2026-01-29 14:47:38,015 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:48:18,051 | INFO | main | Prediction -> Grade: A, Confidence: 52.50%
2026-01-29 14:48:18,053 | WARNING | main | Low confidence prediction detected
2026-01-29 14:48:18,054 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:49:08,859 | INFO | main | Prediction -> Grade: B, Confidence: 56.00%
2026-01-29 14:49:08,860 | WARNING | main | Low confidence prediction detected
2026-01-29 14:49:08,860 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:55:42,409 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 14:55:42,409 | INFO | main | Loading ML model...
2026-01-29 14:55:42,461 | INFO | main | ML model loaded successfully
2026-01-29 14:55:42,461 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 14:55:42,461 | INFO | FlaskApp | Starting Flask server...
2026-01-29 14:58:43,339 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 14:58:43,339 | INFO | main | Loading ML model...
2026-01-29 14:58:43,395 | INFO | main | ML model loaded successfully
2026-01-29 14:58:43,395 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 14:58:43,396 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:00:46,409 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:00:46,409 | INFO | main | Loading ML model...
2026-01-29 15:00:46,469 | INFO | main | ML model loaded successfully
2026-01-29 15:00:46,469 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:00:46,469 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:00:48,847 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:00:48,847 | INFO | main | Loading ML model...
2026-01-29 15:00:48,904 | INFO | main | ML model loaded successfully
2026-01-29 15:00:48,904 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:00:48,904 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:04:21,136 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:04:21,136 | INFO | main | Loading ML model...
2026-01-29 15:04:21,192 | INFO | main | ML model loaded successfully
2026-01-29 15:04:21,192 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:04:21,193 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:04:23,426 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:04:23,426 | INFO | main | Loading ML model...
2026-01-29 15:04:23,479 | INFO | main | ML model loaded successfully
2026-01-29 15:04:23,479 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:04:23,480 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:07:23,389 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:07:23,389 | INFO | main | Loading ML model...
2026-01-29 15:07:23,445 | INFO | main | ML model loaded successfully
2026-01-29 15:07:23,445 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:07:23,445 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:08:40,061 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:08:40,061 | INFO | main | Loading ML model...
2026-01-29 15:08:40,119 | INFO | main | ML model loaded successfully
2026-01-29 15:08:40,119 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:08:40,119 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:08:42,428 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:08:42,428 | INFO | main | Loading ML model...
2026-01-29 15:08:42,482 | INFO | main | ML model loaded successfully
2026-01-29 15:08:42,482 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:08:42,483 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:08:54,520 | INFO | main | Prediction -> Grade: B, Confidence: 86.00%
2026-01-29 15:08:54,520 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:09:53,730 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:09:53,731 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:10:59,256 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:10:59,256 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:11:28,397 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:11:28,398 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:11:37,667 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:11:37,667 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:11:55,155 | INFO | main | Prediction -> Grade: A, Confidence: 96.50%
2026-01-29 15:11:55,156 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:12:13,058 | INFO | main | Prediction -> Grade: A, Confidence: 52.50%
2026-01-29 15:12:13,059 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:12:33,651 | INFO | main | Prediction -> Grade: B, Confidence: 56.00%
2026-01-29 15:12:33,651 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:12:51,045 | INFO | main | Prediction -> Grade: A, Confidence: 58.50%
2026-01-29 15:12:51,045 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:13:24,268 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:13:24,269 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:16:06,592 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:16:06,592 | INFO | main | Loading ML model...
2026-01-29 15:16:06,650 | INFO | main | ML model loaded successfully
2026-01-29 15:16:06,650 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:16:06,650 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:16:09,023 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:16:09,024 | INFO | main | Loading ML model...
2026-01-29 15:16:09,082 | INFO | main | ML model loaded successfully
2026-01-29 15:16:09,082 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:16:09,082 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:16:22,529 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:16:22,529 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:17:53,853 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:17:53,853 | INFO | main | Loading ML model...
2026-01-29 15:17:53,913 | INFO | main | ML model loaded successfully
2026-01-29 15:17:53,913 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:17:53,913 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:18:01,476 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:18:01,477 | INFO | main | Loading ML model...
2026-01-29 15:18:01,528 | INFO | main | ML model loaded successfully
2026-01-29 15:18:01,528 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:18:01,529 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:18:03,851 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:18:03,851 | INFO | main | Loading ML model...
2026-01-29 15:18:03,905 | INFO | main | ML model loaded successfully
2026-01-29 15:18:03,905 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:18:03,905 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:18:14,334 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:18:14,334 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:18:42,751 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:18:42,752 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:22:56,646 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:22:56,646 | INFO | main | Loading ML model...
2026-01-29 15:22:56,701 | INFO | main | ML model loaded successfully
2026-01-29 15:22:56,702 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:22:56,702 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:22:59,007 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:22:59,007 | INFO | main | Loading ML model...
2026-01-29 15:22:59,065 | INFO | main | ML model loaded successfully
2026-01-29 15:22:59,065 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:22:59,066 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:23:06,604 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:23:06,604 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:23:21,958 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:23:21,958 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:26:56,950 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:26:56,951 | INFO | main | Loading ML model...
2026-01-29 15:26:57,006 | INFO | main | ML model loaded successfully
2026-01-29 15:26:57,006 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:26:57,007 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:27:50,783 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:27:50,783 | INFO | main | Loading ML model...
2026-01-29 15:27:50,839 | INFO | main | ML model loaded successfully
2026-01-29 15:27:50,839 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:27:50,840 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:27:53,142 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:27:53,142 | INFO | main | Loading ML model...
2026-01-29 15:27:53,196 | INFO | main | ML model loaded successfully
2026-01-29 15:27:53,196 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:27:53,196 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:28:02,175 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:28:02,176 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:28:54,709 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:28:54,709 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:28:59,843 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:28:59,844 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:29:01,151 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:29:01,152 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:32:22,284 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:32:22,284 | INFO | main | Loading ML model...
2026-01-29 15:32:22,339 | INFO | main | ML model loaded successfully
2026-01-29 15:32:22,340 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:32:22,340 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:32:24,723 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 15:32:24,723 | INFO | main | Loading ML model...
2026-01-29 15:32:24,777 | INFO | main | ML model loaded successfully
2026-01-29 15:32:24,778 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 15:32:24,778 | INFO | FlaskApp | Starting Flask server...
2026-01-29 15:32:35,952 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 15:32:35,952 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:33:57,802 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:33:57,802 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:34:04,885 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:34:04,885 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:34:23,894 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:34:23,894 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:38:37,589 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:38:37,589 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 15:38:38,883 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 15:38:38,883 | INFO | FlaskApp | Prediction served successfully via API
2026-01-30 19:25:01,179 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-30 19:25:01,179 | INFO | main | Loading ML model...
2026-01-30 19:25:01,255 | INFO | main | ML model loaded successfully
2026-01-30 19:25:01,255 | INFO | FlaskApp | ML model loaded successfully
2026-01-30 19:25:01,255 | INFO | FlaskApp | Starting Flask server...
2026-01-30 19:25:03,755 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-30 19:25:03,755 | INFO | main | Loading ML model...
2026-01-30 19:25:03,811 | INFO | main | ML model loaded successfully
2026-01-30 19:25:03,811 | INFO | FlaskApp | ML model loaded successfully
2026-01-30 19:25:03,811 | INFO | FlaskApp | Starting Flask server...
2026-01-30 19:25:12,011 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-30 19:25:12,012 | INFO | FlaskApp | Prediction served successfully via API
2026-01-30 19:25:54,439 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-30 19:25:54,440 | INFO | FlaskApp | Prediction served successfully via API
2026-01-30 19:26:01,930 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-30 19:26:01,930 | INFO | FlaskApp | Prediction served successfully via API
2026-01-30 19:27:52,389 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-30 19:27:52,390 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:47:43,826 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 11:47:43,826 | INFO | main | Loading ML model...
2026-02-02 11:47:44,317 | INFO | main | ML model loaded successfully
2026-02-02 11:47:44,317 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 11:47:44,317 | INFO | FlaskApp | Starting Flask server...
2026-02-02 11:47:46,710 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 11:47:46,710 | INFO | main | Loading ML model...
2026-02-02 11:47:46,768 | INFO | main | ML model loaded successfully
2026-02-02 11:47:46,768 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 11:47:46,768 | INFO | FlaskApp | Starting Flask server...
2026-02-02 11:48:48,211 | INFO | main | Prediction -> Grade: B, Confidence: 44.00%
2026-02-02 11:48:48,211 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:49:14,462 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-02-02 11:49:14,462 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:49:20,629 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-02-02 11:49:20,629 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:49:55,451 | INFO | main | Prediction -> Grade: B, Confidence: 81.00%
2026-02-02 11:49:55,451 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:54:23,207 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 11:54:23,207 | INFO | main | Loading ML model...
2026-02-02 11:54:23,283 | INFO | main | ML model loaded successfully
2026-02-02 11:54:23,283 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 11:54:23,284 | INFO | FlaskApp | Starting Flask server...
2026-02-02 11:54:36,099 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 11:54:36,099 | INFO | main | Loading ML model...
2026-02-02 11:54:36,156 | INFO | main | ML model loaded successfully
2026-02-02 11:54:36,156 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 11:54:36,157 | INFO | FlaskApp | Starting Flask server...
2026-02-02 11:54:54,491 | INFO | main | Prediction -> Grade: A, Confidence: 83.00%
2026-02-02 11:54:54,491 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 11:58:29,892 | INFO | main | Prediction -> Grade: C, Confidence: 50.00%
2026-02-02 11:58:29,893 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:14:41,983 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 12:14:41,984 | INFO | main | Loading ML model...
2026-02-02 12:14:42,042 | INFO | main | ML model loaded successfully
2026-02-02 12:14:42,042 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 12:14:42,043 | INFO | FlaskApp | Starting Flask server...
2026-02-02 12:14:44,392 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 12:14:44,392 | INFO | main | Loading ML model...
2026-02-02 12:14:44,450 | INFO | main | ML model loaded successfully
2026-02-02 12:14:44,450 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 12:14:44,450 | INFO | FlaskApp | Starting Flask server...
2026-02-02 12:14:53,579 | INFO | main | Prediction -> Grade: A, Confidence: 67.00%
2026-02-02 12:14:53,579 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:36,214 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:36,214 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:39,386 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:39,386 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:40,153 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:40,153 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:40,752 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:40,752 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:40,933 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:40,934 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:41,167 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:41,167 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:41,370 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:41,370 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:44,296 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:44,296 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:44,535 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:44,535 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:44,737 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:44,737 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:45,549 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:45,549 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:15:48,270 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:15:48,270 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:16:22,453 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:16:22,453 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:19:56,821 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 12:19:56,821 | INFO | main | Loading ML model...
2026-02-02 12:19:56,880 | INFO | main | ML model loaded successfully
2026-02-02 12:19:56,880 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 12:19:56,881 | INFO | FlaskApp | Starting Flask server...
2026-02-02 12:19:59,319 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-02 12:19:59,319 | INFO | main | Loading ML model...
2026-02-02 12:19:59,378 | INFO | main | ML model loaded successfully
2026-02-02 12:19:59,378 | INFO | FlaskApp | ML model loaded successfully
2026-02-02 12:19:59,379 | INFO | FlaskApp | Starting Flask server...
2026-02-02 12:20:32,597 | INFO | main | Prediction -> Grade: C, Confidence: 47.00%
2026-02-02 12:20:32,598 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:24:22,564 | INFO | main | Prediction -> Grade: A, Confidence: 92.00%
2026-02-02 12:24:22,564 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:28:29,724 | INFO | main | Prediction -> Grade: A, Confidence: 40.00%
2026-02-02 12:28:29,725 | INFO | FlaskApp | Prediction served successfully via API
2026-02-02 12:30:19,096 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-02-02 12:30:19,096 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-02-02 12:30:20,747 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-02-02 12:30:20,748 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-02-02 12:30:27,588 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-02-02 12:30:27,589 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-02-02 12:30:29,057 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-02-02 12:30:29,057 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-02-02 12:30:29,289 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-02-02 12:30:29,289 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-02-04 15:38:55,911 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:38:55,911 | INFO | main | Loading ML model...
2026-02-04 15:38:56,604 | INFO | main | ML model loaded successfully
2026-02-04 15:38:56,604 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:38:56,605 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:39:01,524 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:39:01,524 | INFO | main | Loading ML model...
2026-02-04 15:39:01,649 | INFO | main | ML model loaded successfully
2026-02-04 15:39:01,650 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:39:01,650 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:52:14,647 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:52:14,647 | INFO | main | Loading ML model...
2026-02-04 15:52:14,746 | INFO | main | ML model loaded successfully
2026-02-04 15:52:14,746 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:52:14,747 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:52:18,799 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:52:18,799 | INFO | main | Loading ML model...
2026-02-04 15:52:18,910 | INFO | main | ML model loaded successfully
2026-02-04 15:52:18,910 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:52:18,911 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:52:51,595 | INFO | main | Prediction -> Grade: B, Confidence: 66.00%
2026-02-04 15:52:51,596 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 15:58:44,508 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:58:44,508 | INFO | main | Loading ML model...
2026-02-04 15:58:44,572 | INFO | main | ML model loaded successfully
2026-02-04 15:58:44,572 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:58:44,572 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:58:46,991 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 15:58:46,991 | INFO | main | Loading ML model...
2026-02-04 15:58:47,051 | INFO | main | ML model loaded successfully
2026-02-04 15:58:47,051 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 15:58:47,052 | INFO | FlaskApp | Starting Flask server...
2026-02-04 15:58:58,572 | INFO | main | Prediction -> Grade: B, Confidence: 66.00%
2026-02-04 15:58:58,572 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:02:59,023 | INFO | main | Prediction -> Grade: B, Confidence: 53.50%
2026-02-04 16:02:59,023 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:06:18,202 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:06:18,202 | INFO | main | Loading ML model...
2026-02-04 16:06:18,269 | INFO | main | ML model loaded successfully
2026-02-04 16:06:18,269 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:06:18,270 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:06:20,655 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:06:20,656 | INFO | main | Loading ML model...
2026-02-04 16:06:20,709 | INFO | main | ML model loaded successfully
2026-02-04 16:06:20,709 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:06:20,709 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:06:35,132 | INFO | main | Prediction -> Grade: B, Confidence: 66.00%
2026-02-04 16:06:35,132 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:08:14,471 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:08:14,471 | INFO | main | Loading ML model...
2026-02-04 16:08:14,528 | INFO | main | ML model loaded successfully
2026-02-04 16:08:14,528 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:08:14,529 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:08:16,870 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:08:16,870 | INFO | main | Loading ML model...
2026-02-04 16:08:16,934 | INFO | main | ML model loaded successfully
2026-02-04 16:08:16,935 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:08:16,935 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:09:09,632 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:09:09,632 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:10:01,634 | INFO | main | Prediction -> Grade: C, Confidence: 46.50%
2026-02-04 16:10:01,635 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:12:42,437 | INFO | main | Prediction -> Grade: C, Confidence: 46.50%
2026-02-04 16:12:42,437 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:17:31,637 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:17:31,637 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:22:37,329 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:22:37,329 | INFO | main | Loading ML model...
2026-02-04 16:22:37,384 | INFO | main | ML model loaded successfully
2026-02-04 16:22:37,384 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:22:37,385 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:22:48,142 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:22:48,142 | INFO | main | Loading ML model...
2026-02-04 16:22:48,196 | INFO | main | ML model loaded successfully
2026-02-04 16:22:48,196 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:22:48,197 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:22:50,492 | INFO | FlaskApp | Loading ML model at server startup...
2026-02-04 16:22:50,492 | INFO | main | Loading ML model...
2026-02-04 16:22:50,545 | INFO | main | ML model loaded successfully
2026-02-04 16:22:50,545 | INFO | FlaskApp | ML model loaded successfully
2026-02-04 16:22:50,546 | INFO | FlaskApp | Starting Flask server...
2026-02-04 16:23:18,794 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:23:18,794 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:26:46,789 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:26:46,789 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:27:05,283 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:27:05,283 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:27:27,475 | INFO | main | Prediction -> Grade: C, Confidence: 89.50%
2026-02-04 16:27:27,475 | INFO | FlaskApp | Prediction served successfully via API
2026-02-04 16:28:12,311 | INFO | main | Prediction -> Grade: C, Confidence: 48.50%
2026-02-04 16:28:12,311 | INFO | FlaskApp | Prediction served successfully via API
